,wavenumber,absorbance
1053,1965.36941,0.00244
1054,1963.44069,0.00228
1055,1961.51197,0.00209
1056,1959.58324,0.0019
1057,1957.65452,0.00168
1058,1955.7258,0.00145
1059,1953.79707,0.00129
1060,1951.86835,0.00118
1061,1949.93963,0.00104
1062,1948.0109,0.00087
1063,1946.08218,0.00072
1064,1944.15345,0.00057
1065,1942.22473,0.0004
1066,1940.29601,0.00026
1067,1938.36728,0.00016
1068,1936.43856,8e-05
1069,1934.50984,-1e-05
1070,1932.58111,-4e-05
1071,1930.65239,-2e-05
1072,1928.72367,4e-05
1073,1926.79494,0.00011
1074,1924.86622,0.00018
1075,1922.93749,0.00022
1076,1921.00877,0.00027
1077,1919.08005,0.00039
1078,1917.15132,0.00057
1079,1915.2226,0.0008
1080,1913.29388,0.00111
1081,1911.36515,0.00153
1082,1909.43643,0.00201
1083,1907.5077,0.00246
1084,1905.57898,0.0029
1085,1903.65026,0.00339
1086,1901.72153,0.00386
1087,1899.79281,0.0043
1088,1897.86409,0.00478
1089,1895.93536,0.00533
1090,1894.00664,0.00587
1091,1892.07792,0.00636
1092,1890.14919,0.00679
1093,1888.22047,0.00713
1094,1886.29174,0.00741
1095,1884.36302,0.00767
1096,1882.4343,0.00791
1097,1880.50557,0.00806
1098,1878.57685,0.00817
1099,1876.64813,0.00829
1100,1874.7194,0.00838
1101,1872.79068,0.0084
1102,1870.86196,0.00834
1103,1868.93323,0.00816
1104,1867.00451,0.00782
1105,1865.07578,0.00741
1106,1863.14706,0.00703
1107,1861.21834,0.00664
1108,1859.28961,0.00619
1109,1857.36089,0.0057
1110,1855.43217,0.00521
1111,1853.50344,0.00473
1112,1851.57472,0.00428
1113,1849.64599,0.00385
1114,1847.71727,0.00343
1115,1845.78855,0.00297
1116,1843.85982,0.00243
1117,1841.9311,0.00194
1118,1840.00238,0.00162
1119,1838.07365,0.00139
1120,1836.14493,0.00116
1121,1834.21621,0.00093
1122,1832.28748,0.00075
1123,1830.35876,0.00055
1124,1828.43003,0.00031
1125,1826.50131,0.00013
1126,1824.57259,3e-05
1127,1822.64386,-5e-05
1128,1820.71514,-0.00011
1129,1818.78642,-0.00014
1130,1816.85769,-0.0001
1131,1814.92897,0.0
1132,1813.00025,-4e-05
1133,1811.07152,-7e-05
1134,1809.1428,-9e-05
1135,1807.21407,-7e-05
1136,1805.28535,4e-05
1137,1803.35663,0.00019
1138,1801.4279,0.00033
1139,1799.49918,0.00045
1140,1797.57046,0.00063
1141,1795.64173,0.00091
1142,1793.71301,0.00134
1143,1791.78428,0.00188
1144,1789.85556,0.0024
1145,1787.92684,0.00286
1146,1785.99811,0.00335
1147,1784.06939,0.00391
1148,1782.14067,0.00458
1149,1780.21194,0.00533
1150,1778.28322,0.00605
1151,1776.3545,0.00669
1152,1774.42577,0.00736
1153,1772.49705,0.00816
1154,1770.56832,0.00901
1155,1768.6396,0.00977
1156,1766.71088,0.01041
1157,1764.78215,0.01103
1158,1762.85343,0.01174
1159,1760.92471,0.01254
1160,1758.99598,0.01332
1161,1757.06726,0.01415
1162,1755.13854,0.01509
1163,1753.20981,0.01612
1164,1751.28109,0.01734
1165,1749.35236,0.01869
1166,1747.42364,0.02001
1167,1745.49492,0.02129
1168,1743.56619,0.02269
1169,1741.63747,0.02428
1170,1739.70875,0.02598
1171,1737.78002,0.02758
1172,1735.8513,0.02922
1173,1733.92257,0.03127
1174,1731.99385,0.03336
1175,1730.06513,0.03508
1176,1728.1364,0.0366
1177,1726.20768,0.0381
1178,1724.27896,0.03967
1179,1722.35023,0.04126
1180,1720.42151,0.04284
1181,1718.49279,0.04466
1182,1716.56406,0.04676
1183,1714.63534,0.04867
1184,1712.70661,0.05029
1185,1710.77789,0.05192
1186,1708.84917,0.05379
1187,1706.92044,0.05603
1188,1704.99172,0.0585
1189,1703.063,0.06092
1190,1701.13427,0.06377
1191,1699.20555,0.06731
1192,1697.27683,0.07092
1193,1695.3481,0.07444
1194,1693.41938,0.0776
1195,1691.49065,0.08047
1196,1689.56193,0.08353
1197,1687.63321,0.08675
1198,1685.70448,0.09055
1199,1683.77576,0.0953
1200,1681.84704,0.09945
1201,1679.91831,0.10239
1202,1677.98959,0.1051
1203,1676.06087,0.10833
1204,1674.13214,0.11186
1205,1672.20342,0.11515
1206,1670.27469,0.11852
1207,1668.34597,0.12193
1208,1666.41725,0.12461
1209,1664.48852,0.12694
1210,1662.5598,0.12958
1211,1660.63108,0.1321
1212,1658.70235,0.13394
1213,1656.77363,0.13539
1214,1654.8449,0.13712
1215,1652.91618,0.13922
1216,1650.98746,0.1406
1217,1649.05873,0.14121
1218,1647.13001,0.14198
1219,1645.20129,0.14296
1220,1643.27256,0.14365
1221,1641.34384,0.14401
1222,1639.41512,0.14422
1223,1637.48639,0.14437
1224,1635.55767,0.14445
1225,1633.62894,0.1443
1226,1631.70022,0.14385
1227,1629.7715,0.14305
1228,1627.84277,0.14189
1229,1625.91405,0.14047
1230,1623.98533,0.13871
1231,1622.0566,0.13662
1232,1620.12788,0.13444
1233,1618.19916,0.13195
1234,1616.27043,0.12883
1235,1614.34171,0.12575
1236,1612.41298,0.12312
1237,1610.48426,0.12056
1238,1608.55554,0.11779
1239,1606.62681,0.11488
1240,1604.69809,0.11196
1241,1602.76937,0.10912
1242,1600.84064,0.10644
1243,1598.91192,0.10398
1244,1596.98319,0.10164
1245,1595.05447,0.09927
1246,1593.12575,0.09688
1247,1591.19702,0.09453
1248,1589.2683,0.09221
1249,1587.33958,0.08991
1250,1585.41085,0.08766
1251,1583.48213,0.08548
1252,1581.55341,0.08349
1253,1579.62468,0.08172
1254,1577.69596,0.07996
1255,1575.76723,0.07809
1256,1573.83851,0.07654
1257,1571.90979,0.07548
1258,1569.98106,0.07453
1259,1568.05234,0.07349
1260,1566.12362,0.07255
1261,1564.19489,0.07186
1262,1562.26617,0.07135
1263,1560.33745,0.0707
1264,1558.40872,0.06963
1265,1556.48,0.06856
1266,1554.55127,0.06772
1267,1552.62255,0.06688
1268,1550.69383,0.06591
1269,1548.7651,0.06481
1270,1546.83638,0.06367
1271,1544.90766,0.06248
1272,1542.97893,0.06112
1273,1541.05021,0.05938
1274,1539.12148,0.05739
1275,1537.19276,0.05582
1276,1535.26404,0.05456
1277,1533.33531,0.05309
1278,1531.40659,0.0514
1279,1529.47787,0.04973
1280,1527.54914,0.04794
1281,1525.62042,0.04604
1282,1523.6917,0.04421
1283,1521.76297,0.0423
1284,1519.83425,0.04027
1285,1517.90552,0.03822
1286,1515.9768,0.03607
1287,1514.04808,0.03398
1288,1512.11935,0.0321
1289,1510.19063,0.03022
1290,1508.26191,0.02765
1291,1506.33318,0.02426
1292,1504.40446,0.02153
1293,1502.47574,0.01974
1294,1500.54701,0.01797
1295,1498.61829,0.01583
1296,1496.68956,0.01363
1297,1494.76084,0.01191
1298,1492.83212,0.01079
1299,1490.90339,0.00996
1300,1488.97467,0.00916
1301,1487.04595,0.00845
1302,1485.11722,0.00804
1303,1483.1885,0.00806
1304,1481.25977,0.00854
1305,1479.33105,0.00937
1306,1477.40233,0.01051
1307,1475.4736,0.01214
1308,1473.54488,0.0146
1309,1471.61616,0.01761
1310,1469.68743,0.02014
1311,1467.75871,0.02196
1312,1465.82999,0.0235
1313,1463.90126,0.02483
1314,1461.97254,0.02581
1315,1460.04381,0.02659
1316,1458.11509,0.02738
1317,1456.18637,0.02801
1318,1454.25764,0.02824
1319,1452.32892,0.02829
1320,1450.4002,0.02843
1321,1448.47147,0.02867
1322,1446.54275,0.0289
1323,1444.61403,0.02904
1324,1442.6853,0.02917
1325,1440.75658,0.02936
1326,1438.82785,0.02967
1327,1436.89913,0.03013
1328,1434.97041,0.03063
1329,1433.04168,0.03104
1330,1431.11296,0.03141
1331,1429.18424,0.03184
1332,1427.25551,0.03233
1333,1425.32679,0.03286
1334,1423.39806,0.03346
1335,1421.46934,0.03411
1336,1419.54062,0.03486
1337,1417.61189,0.03563
1338,1415.68317,0.03619
1339,1413.75445,0.03664
1340,1411.82572,0.03715
1341,1409.897,0.03773
1342,1407.96828,0.03833
1343,1406.03955,0.03889
1344,1404.11083,0.03928
1345,1402.1821,0.0393
1346,1400.25338,0.03882
1347,1398.32466,0.03782
1348,1396.39593,0.03638
1349,1394.46721,0.03471
1350,1392.53849,0.03316
1351,1390.60976,0.03183
1352,1388.68104,0.0305
1353,1386.75232,0.02913
1354,1384.82359,0.02802
1355,1382.89487,0.02725
1356,1380.96614,0.02662
1357,1379.03742,0.02593
1358,1377.1087,0.02503
1359,1375.17997,0.02392
1360,1373.25125,0.02267
1361,1371.32253,0.02146
1362,1369.3938,0.02032
1363,1367.46508,0.0192
1364,1365.53635,0.01811
1365,1363.60763,0.01697
1366,1361.67891,0.0158
1367,1359.75018,0.01482
1368,1357.82146,0.01407
1369,1355.89274,0.01343
1370,1353.96401,0.01284
1371,1352.03529,0.01227
1372,1350.10657,0.01176
1373,1348.17784,0.01134
1374,1346.24912,0.01098
1375,1344.32039,0.01059
1376,1342.39167,0.01024
1377,1340.46295,0.00994
1378,1338.53422,0.00963
1379,1336.6055,0.00931
1380,1334.67678,0.00908
1381,1332.74805,0.00897
1382,1330.81933,0.00894
1383,1328.89061,0.00892
1384,1326.96188,0.00892
1385,1325.03316,0.00899
1386,1323.10443,0.00914
1387,1321.17571,0.00935
1388,1319.24699,0.0096
1389,1317.31826,0.00983
1390,1315.38954,0.01004
1391,1313.46082,0.01027
1392,1311.53209,0.0106
1393,1309.60337,0.01099
1394,1307.67464,0.01141
1395,1305.74592,0.01192
1396,1303.8172,0.01258
1397,1301.88847,0.0134
1398,1299.95975,0.01436
1399,1298.03103,0.0155
1400,1296.1023,0.01686
1401,1294.17358,0.0184
1402,1292.24486,0.02013
1403,1290.31613,0.02208
1404,1288.38741,0.02426
1405,1286.45868,0.02655
1406,1284.52996,0.02897
1407,1282.60124,0.03168
1408,1280.67251,0.03474
1409,1278.74379,0.03809
1410,1276.81507,0.04172
1411,1274.88634,0.04566
1412,1272.95762,0.05007
1413,1271.0289,0.05509
1414,1269.10017,0.06068
1415,1267.17145,0.06681
1416,1265.24272,0.07359
1417,1263.314,0.08119
1418,1261.38528,0.08979
1419,1259.45655,0.09945
1420,1257.52783,0.10991
1421,1255.59911,0.12101
1422,1253.67038,0.13271
1423,1251.74166,0.14465
1424,1249.81294,0.15642
1425,1247.88421,0.16783
1426,1245.95549,0.17875
1427,1244.02676,0.18908
1428,1242.09804,0.19852
1429,1240.16932,0.20684
1430,1238.24059,0.21417
1431,1236.31187,0.22088
1432,1234.38315,0.22716
1433,1232.45442,0.23289
1434,1230.5257,0.23801
1435,1228.59697,0.24274
1436,1226.66825,0.24714
1437,1224.73953,0.25104
1438,1222.8108,0.25452
1439,1220.88208,0.25788
1440,1218.95336,0.26118
1441,1217.02463,0.26428
1442,1215.09591,0.26717
1443,1213.16719,0.2698
1444,1211.23846,0.2723
1445,1209.30974,0.27502
1446,1207.38101,0.27786
1447,1205.45229,0.28041
1448,1203.52357,0.28286
1449,1201.59484,0.28553
1450,1199.66612,0.2882
1451,1197.7374,0.29062
1452,1195.80867,0.29291
1453,1193.87995,0.29522
1454,1191.95123,0.29748
1455,1190.0225,0.29962
1456,1188.09378,0.30179
1457,1186.16505,0.30416
1458,1184.23633,0.30661
1459,1182.30761,0.30894
1460,1180.37888,0.31115
1461,1178.45016,0.31329
1462,1176.52144,0.31552
1463,1174.59271,0.31803
1464,1172.66399,0.32047
1465,1170.73526,0.32269
1466,1168.80654,0.32508
1467,1166.87782,0.32755
1468,1164.94909,0.32969
1469,1163.02037,0.33165
1470,1161.09165,0.33373
1471,1159.16292,0.33587
1472,1157.2342,0.33777
1473,1155.30548,0.33932
1474,1153.37675,0.34109
1475,1151.44803,0.34333
1476,1149.5193,0.34557
1477,1147.59058,0.34778
1478,1145.66186,0.34991
1479,1143.73313,0.35178
1480,1141.80441,0.35369
1481,1139.87569,0.35606
1482,1137.94696,0.35884
1483,1136.01824,0.36189
1484,1134.08952,0.36508
1485,1132.16079,0.36811
1486,1130.23207,0.37111
1487,1128.30334,0.37449
1488,1126.37462,0.37835
1489,1124.4459,0.38255
1490,1122.51717,0.38706
1491,1120.58845,0.39213
1492,1118.65973,0.39797
1493,1116.731,0.40445
1494,1114.80228,0.41136
1495,1112.87355,0.41859
1496,1110.94483,0.42584
1497,1109.01611,0.43322
1498,1107.08738,0.44102
1499,1105.15866,0.44865
1500,1103.22994,0.45558
1501,1101.30121,0.46161
1502,1099.37249,0.4664
1503,1097.44377,0.46966
1504,1095.51504,0.47147
1505,1093.58632,0.47223
1506,1091.65759,0.47221
1507,1089.72887,0.47159
1508,1087.80015,0.47019
1509,1085.87142,0.46797
1510,1083.9427,0.46543
1511,1082.01398,0.46249
1512,1080.08525,0.45893
1513,1078.15653,0.45495
1514,1076.22781,0.45068
1515,1074.29908,0.44613
1516,1072.37036,0.44142
1517,1070.44163,0.43674
1518,1068.51291,0.43175
1519,1066.58419,0.42589
1520,1064.65546,0.41948
1521,1062.72674,0.41322
1522,1060.79802,0.4069
1523,1058.86929,0.40004
1524,1056.94057,0.39278
1525,1055.01184,0.38536
1526,1053.08312,0.37795
1527,1051.1544,0.37066
1528,1049.22567,0.36313
1529,1047.29695,0.35489
1530,1045.36823,0.34646
1531,1043.4395,0.33844
1532,1041.51078,0.33064
1533,1039.58206,0.32281
1534,1037.65333,0.31484
1535,1035.72461,0.30691
1536,1033.79588,0.2991
1537,1031.86716,0.2914
1538,1029.93844,0.28414
1539,1028.00971,0.27745
1540,1026.08099,0.27109
1541,1024.15227,0.26488
1542,1022.22354,0.25885
1543,1020.29482,0.25299
1544,1018.3661,0.24728
1545,1016.43737,0.24177
1546,1014.50865,0.23674
1547,1012.57992,0.2321
1548,1010.6512,0.22754
1549,1008.72248,0.22334
1550,1006.79375,0.21968
1551,1004.86503,0.21614
1552,1002.93631,0.21246
1553,1001.00758,0.20885
1554,999.07886,0.20536
1555,997.15013,0.20191
1556,995.22141,0.19884
1557,993.29269,0.19621
1558,991.36396,0.1936
1559,989.43524,0.19089
1560,987.50652,0.18835
1561,985.57779,0.18615
1562,983.64907,0.18432
1563,981.72035,0.18287
1564,979.79162,0.18177
1565,977.8629,0.18081
1566,975.93417,0.17989
1567,974.00545,0.17912
1568,972.07673,0.17861
1569,970.148,0.17822
1570,968.21928,0.17762
1571,966.29056,0.17689
1572,964.36183,0.17646
1573,962.43311,0.17617
1574,960.50439,0.17563
1575,958.57566,0.17491
1576,956.64694,0.17425
1577,954.71821,0.17353
1578,952.78949,0.17248
1579,950.86077,0.17114
1580,948.93204,0.1696
1581,947.00332,0.16791
1582,945.0746,0.16608
1583,943.14587,0.16403
1584,941.21715,0.16185
1585,939.28842,0.15945
1586,937.3597,0.15663
1587,935.43098,0.15359
1588,933.50225,0.15059
1589,931.57353,0.14751
1590,929.64481,0.1443
1591,927.71608,0.14109
1592,925.78736,0.13774
1593,923.85864,0.13419
1594,921.92991,0.13072
1595,920.00119,0.12739
1596,918.07246,0.12396
1597,916.14374,0.12029
1598,914.21502,0.11638
1599,912.28629,0.11223
1600,910.35757,0.10803
1601,908.42885,0.10406
1602,906.50012,0.10023
1603,904.5714,0.09625
1604,902.64268,0.09233
1605,900.71395,0.08879
1606,898.78523,0.08531
1607,896.8565,0.08178
1608,894.92778,0.07856
1609,892.99906,0.07542
1610,891.07033,0.07198
1611,889.14161,0.06853
1612,887.21289,0.06523
1613,885.28416,0.06197
1614,883.35544,0.05878
1615,881.42671,0.05573
1616,879.49799,0.05301
1617,877.56927,0.05074
1618,875.64054,0.04876
1619,873.71182,0.04696
1620,871.7831,0.04504
1621,869.85437,0.04291
1622,867.92565,0.04087
1623,865.99693,0.03889
1624,864.0682,0.03693
1625,862.13948,0.03534
1626,860.21075,0.03411
1627,858.28203,0.03285
1628,856.35331,0.03153
1629,854.42458,0.03039
1630,852.49586,0.0296
1631,850.56714,0.02904
1632,848.63841,0.02868
1633,846.70969,0.02875
1634,844.78097,0.02937
1635,842.85224,0.0305
1636,840.92352,0.03241
1637,838.99479,0.03515
1638,837.06607,0.03827
1639,835.13735,0.04139
1640,833.20862,0.04456
1641,831.2799,0.04759
1642,829.35118,0.05027
1643,827.42245,0.05298
1644,825.49373,0.05631
1645,823.56501,0.06008
1646,821.63628,0.06351
1647,819.70756,0.0665
1648,817.77883,0.06961
1649,815.85011,0.0729
1650,813.92139,0.07614
1651,811.99266,0.07928
1652,810.06394,0.0821
1653,808.13522,0.08454
1654,806.20649,0.08699
1655,804.27777,0.08952
1656,802.34904,0.09175
1657,800.42032,0.09334
1658,798.4916,0.09402
1659,796.56287,0.09362
1660,794.63415,0.09244
1661,792.70543,0.09099
1662,790.7767,0.08939
1663,788.84798,0.08743
1664,786.91926,0.08507
1665,784.99053,0.08253
1666,783.06181,0.07992
1667,781.13308,0.07713
1668,779.20436,0.07404
1669,777.27564,0.07033
1670,775.34691,0.06603
1671,773.41819,0.06194
1672,771.48947,0.05868
1673,769.56074,0.05608
1674,767.63202,0.05405
1675,765.7033,0.05284
1676,763.77457,0.05225
1677,761.84585,0.05178
1678,759.91712,0.05126
1679,757.9884,0.05075
1680,756.05968,0.05016
1681,754.13095,0.04967
1682,752.20223,0.04959
1683,750.27351,0.04963
1684,748.34478,0.04943
1685,746.41606,0.04932
1686,744.48733,0.04964
1687,742.55861,0.05002
1688,740.62989,0.04973
1689,738.70116,0.04901
1690,736.77244,0.0486
1691,734.84372,0.04843
1692,732.91499,0.04851
1693,730.98627,0.04904
1694,729.05755,0.04956
1695,727.12882,0.04978
1696,725.2001,0.05009
1697,723.27137,0.05048
1698,721.34265,0.05061
1699,719.41393,0.05058
1700,717.4852,0.0509
1701,715.55648,0.05158
1702,713.62776,0.0522
1703,711.69903,0.05264
1704,709.77031,0.05326
1705,707.84159,0.05434
1706,705.91286,0.05549
1707,703.98414,0.05621
1708,702.05541,0.05673
1709,700.12669,0.05751
1710,698.19797,0.05833
1711,696.26924,0.05867
1712,694.34052,0.05862
1713,692.4118,0.05882
1714,690.48307,0.05937
1715,688.55435,0.05971
1716,686.62562,0.05979
1717,684.6969,0.06012
1718,682.76818,0.06068
1719,680.83945,0.06106
1720,678.91073,0.06122
1721,676.98201,0.06126
1722,675.05328,0.06131
1723,673.12456,0.06158
1724,671.19584,0.06214
1725,669.26711,0.06293
1726,667.33839,0.06386
1727,665.40966,0.06476
1728,663.48094,0.06556
1729,661.55222,0.06634
1730,659.62349,0.06712
1731,657.69477,0.06794
1732,655.76605,0.06886
1733,653.83732,0.06999
1734,651.9086,0.0714
1735,649.97988,0.07305
1736,648.05115,0.07484
1737,646.12243,0.07656
1738,644.1937,0.07802
1739,642.26498,0.07919
1740,640.33626,0.0803
1741,638.40753,0.08165
1742,636.47881,0.08318
1743,634.55009,0.08468
1744,632.62136,0.08608
1745,630.69264,0.08751
1746,628.76391,0.08901
1747,626.83519,0.09015
1748,624.90647,0.09058
1749,622.97774,0.09087
1750,621.04902,0.09155
1751,619.1203,0.09263
1752,617.19157,0.09379
1753,615.26285,0.09499
1754,613.33413,0.09676
1755,611.4054,0.09899
1756,609.47668,0.10078
1757,607.54795,0.10208
1758,605.61923,0.1038
1759,603.69051,0.10612
1760,601.76178,0.10848
1761,599.83306,0.11057
1762,597.90434,0.11223
1763,595.97561,0.11313
1764,594.04689,0.1134
1765,592.11817,0.11385
1766,590.18944,0.11469
1767,588.26072,0.11555
1768,586.33199,0.11673
1769,584.40327,0.11822
1770,582.47455,0.11956
1771,580.54582,0.1209
1772,578.6171,0.12206
1773,576.68838,0.12229
1774,574.75965,0.1218
1775,572.83093,0.12137
1776,570.9022,0.12132
1777,568.97348,0.12162
1778,567.04476,0.12214
1779,565.11603,0.12242
1780,563.18731,0.12241
1781,561.25859,0.12283
1782,559.32986,0.12353
1783,557.40114,0.12379
1784,555.47242,0.12366
1785,553.54369,0.12381
1786,551.61497,0.12462
1787,549.68624,0.12519
1788,547.75752,0.12531
1789,545.8288,0.1265
1790,543.90007,0.12854
1791,541.97135,0.12933
1792,540.04263,0.1284
1793,538.1139,0.12674
1794,536.18518,0.12505
1795,534.25646,0.12396
1796,532.32773,0.12402
1797,530.39901,0.12481
1798,528.47028,0.12576
1799,526.54156,0.12733
1800,524.61284,0.12905
1801,522.68411,0.12891
1802,520.75539,0.12718
1803,518.82667,0.12666
1804,516.89794,0.12882
1805,514.96922,0.13202
1806,513.04049,0.13407
1807,511.11177,0.13505
1808,509.18305,0.13699
1809,507.25432,0.1408
1810,505.3256,0.14553
1811,503.39688,0.15096
1812,501.46815,0.1573
1813,499.53943,0.16407
1814,497.61071,0.17173
1815,495.68198,0.18082
1816,493.75326,0.19039
1817,491.82453,0.19931
1818,489.89581,0.20725
1819,487.96709,0.21355
1820,486.03836,0.2184
1821,484.10964,0.225
1822,482.18092,0.23543
1823,480.25219,0.24668
1824,478.32347,0.25494
1825,476.39475,0.26019
1826,474.46602,0.26477
1827,472.5373,0.26961
1828,470.60857,0.27385
1829,468.67985,0.27641
1830,466.75113,0.27699
1831,464.8224,0.27738
1832,462.89368,0.28037
1833,460.96496,0.28457
1834,459.03623,0.28362
1835,457.10751,0.2757
1836,455.17878,0.26616
1837,453.25006,0.25632
1838,451.32134,0.24542
1839,449.39261,0.23707
1840,447.46389,0.23257
1841,445.53517,0.22818
1842,443.60644,0.22043
1843,441.67772,0.21004
1844,439.749,0.20087
1845,437.82027,0.19361
1846,435.89155,0.18638
1847,433.96282,0.18105
1848,432.0341,0.17965
1849,430.10538,0.17868
1850,428.17665,0.17349
1851,426.24793,0.16426
1852,424.31921,0.15461
1853,422.39048,0.14541
1854,420.46176,0.13383
1855,418.53304,0.12404
1856,416.60431,0.12431
1857,414.67559,0.1276
1858,412.74686,0.12452
1859,410.81814,0.11681
1860,408.88942,0.10951
1861,406.96069,0.10332
1862,405.03197,0.09733
1863,403.10325,0.09248
1864,401.17452,0.08917
1865,399.2458,0.08328
1866,397.31708,0.07437
1867,395.38835,0.07154
1868,393.45963,0.07269
1869,391.5309,0.06767
1870,389.60218,0.06064
1871,387.67346,0.05634
1872,385.74473,0.04657
1873,383.81601,0.02991
1874,381.88729,0.02227
1875,379.95856,0.03112
1876,378.02984,0.03946
1877,376.10111,0.02472
1878,374.17239,0.0
1879,372.24367,-0.01294
1880,370.31494,-0.00136
1881,368.38622,0.0
