"","sample_id","bsi","wavenumber","absorbance"
"411","FISK-10.0",20.37,"3206"," 0.2362056284705"
"412","FISK-10.0",20.37,"3204"," 0.2356135022528"
"413","FISK-10.0",20.37,"3202"," 0.2349784225971"
"414","FISK-10.0",20.37,"3200"," 0.2343003848128"
"415","FISK-10.0",20.37,"3198"," 0.2336068450742"
"416","FISK-10.0",20.37,"3196"," 0.2328740030486"
"417","FISK-10.0",20.37,"3194"," 0.2321674390920"
"418","FISK-10.0",20.37,"3192"," 0.2315338726001"
"419","FISK-10.0",20.37,"3190"," 0.2308846661275"
"420","FISK-10.0",20.37,"3188"," 0.2301270705746"
"421","FISK-10.0",20.37,"3186"," 0.2292664044734"
"422","FISK-10.0",20.37,"3184"," 0.2284126870531"
"423","FISK-10.0",20.37,"3182"," 0.2276061410877"
"424","FISK-10.0",20.37,"3180"," 0.2268739380318"
"425","FISK-10.0",20.37,"3179"," 0.2265472982221"
"426","FISK-10.0",20.37,"3177"," 0.2259422073074"
"427","FISK-10.0",20.37,"3175"," 0.2253175409207"
"428","FISK-10.0",20.37,"3173"," 0.2246323774193"
"429","FISK-10.0",20.37,"3171"," 0.2238736432075"
"430","FISK-10.0",20.37,"3169"," 0.2230207139931"
"431","FISK-10.0",20.37,"3167"," 0.2221995599695"
"432","FISK-10.0",20.37,"3165"," 0.2215148411649"
"433","FISK-10.0",20.37,"3163"," 0.2208761203486"
"434","FISK-10.0",20.37,"3161"," 0.2201339593411"
"435","FISK-10.0",20.37,"3159"," 0.2193422917671"
"436","FISK-10.0",20.37,"3157"," 0.2186008662177"
"437","FISK-10.0",20.37,"3155"," 0.2178748898244"
"438","FISK-10.0",20.37,"3153"," 0.2171026174218"
"439","FISK-10.0",20.37,"3152"," 0.2167085757467"
"440","FISK-10.0",20.37,"3150"," 0.2158803932121"
"441","FISK-10.0",20.37,"3148"," 0.2149817367905"
"442","FISK-10.0",20.37,"3146"," 0.2141130135893"
"443","FISK-10.0",20.37,"3144"," 0.2134257830282"
"444","FISK-10.0",20.37,"3142"," 0.2128286192469"
"445","FISK-10.0",20.37,"3140"," 0.2121783521799"
"446","FISK-10.0",20.37,"3138"," 0.2114417593442"
"447","FISK-10.0",20.37,"3136"," 0.2106439128857"
"448","FISK-10.0",20.37,"3134"," 0.2098548536083"
"449","FISK-10.0",20.37,"3132"," 0.2090456371809"
"450","FISK-10.0",20.37,"3130"," 0.2081659431336"
"451","FISK-10.0",20.37,"3128"," 0.2073136639654"
"452","FISK-10.0",20.37,"3126"," 0.2065334961348"
"453","FISK-10.0",20.37,"3125"," 0.2061394544597"
"454","FISK-10.0",20.37,"3123"," 0.2053273495650"
"455","FISK-10.0",20.37,"3121"," 0.2046003136261"
"456","FISK-10.0",20.37,"3119"," 0.2039826590036"
"457","FISK-10.0",20.37,"3117"," 0.2034268108548"
"458","FISK-10.0",20.37,"3115"," 0.2028772264132"
"459","FISK-10.0",20.37,"3113"," 0.2022980745361"
"460","FISK-10.0",20.37,"3111"," 0.2016646775858"
"461","FISK-10.0",20.37,"3109"," 0.2009565763659"
"462","FISK-10.0",20.37,"3107"," 0.2002053910086"
"463","FISK-10.0",20.37,"3105"," 0.1995226377979"
"464","FISK-10.0",20.37,"3103"," 0.1989229091164"
"465","FISK-10.0",20.37,"3101"," 0.1983111179377"
"466","FISK-10.0",20.37,"3099"," 0.1975772820975"
